,Id,MSSubClass,MSZoning,Street,LotShape,Utilities,HouseStyle,OverallQual,OverallCond,RoofStyle,ExterCond,Foundation,BsmtCond,GarageCars,Fence,SaleType,SaleCondition,SalePrice
1147,1148,70,RL,Pave,Reg,AllPub,2Story,7,7,Gable,TA,CBlock,TA,1,None,WD,Normal,174500
1148,1149,50,RM,Pave,Reg,AllPub,1.5Fin,7,7,Gable,TA,PConc,TA,1,None,WD,Normal,116900
1149,1150,70,RM,Pave,Reg,AllPub,2Story,7,9,Hip,Gd,PConc,TA,2,None,WD,Normal,143000
1150,1151,20,RL,Pave,IR1,AllPub,1Story,6,5,Gable,TA,CBlock,TA,1,GdPrv,WD,Normal,124000
1151,1152,20,RL,Pave,Reg,AllPub,1Story,5,4,Gable,TA,CBlock,TA,2,None,WD,Normal,149900
1152,1153,20,RL,Pave,IR1,AllPub,1Story,6,7,Gable,TA,PConc,TA,2,None,WD,Abnorml,230000
1153,1154,30,RM,Pave,Reg,AllPub,1Story,6,8,Gable,Gd,BrkTil,TA,1,None,WD,Normal,120500
1154,1155,60,RL,Pave,IR1,AllPub,2Story,7,6,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,201800
1155,1156,20,RL,Pave,IR1,AllPub,1Story,5,8,Gable,Gd,CBlock,TA,2,None,WD,Normal,218000
1156,1157,80,RL,Pave,Reg,AllPub,SLvl,5,8,Gable,Gd,PConc,TA,2,MnPrv,WD,Normal,179900
1157,1158,120,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,230000
1158,1159,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,ConLD,Partial,235128
1159,1160,60,RL,Pave,Reg,AllPub,2Story,6,6,Hip,TA,CBlock,TA,2,None,WD,Normal,185000
1160,1161,160,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,146000
1161,1162,20,RL,Pave,IR1,AllPub,1Story,6,7,Hip,TA,CBlock,TA,2,None,WD,Normal,224000
1162,1163,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,129000
1163,1164,90,RL,Pave,Reg,AllPub,SFoyer,4,4,Gable,TA,CBlock,TA,2,None,WD,Alloca,108959
1164,1165,80,RL,Pave,IR1,AllPub,SLvl,5,7,Gable,TA,PConc,TA,2,None,WD,Normal,194000
1165,1166,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,233170
1166,1167,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,245350
1167,1168,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,173000
1168,1169,70,RL,Pave,Reg,AllPub,2Story,6,7,Hip,TA,CBlock,TA,2,None,WD,Normal,235000
1169,1170,60,RL,Pave,IR1,AllPub,2Story,10,5,Hip,Gd,PConc,TA,3,None,WD,Normal,625000
1170,1171,80,RL,Pave,Reg,AllPub,SLvl,6,6,Gable,TA,CBlock,TA,1,GdPrv,WD,Normal,171000
1171,1172,20,RL,Pave,Reg,AllPub,1Story,6,6,Hip,TA,CBlock,TA,2,None,WD,Normal,163000
1172,1173,160,FV,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,171900
1173,1174,50,RL,Pave,IR1,AllPub,1.5Fin,5,6,Gable,TA,CBlock,TA,0,MnPrv,WD,Normal,200500
1174,1175,70,RL,Pave,IR1,AllPub,2Story,6,8,Gable,TA,BrkTil,TA,2,None,WD,Normal,239000
1175,1176,50,RL,Pave,Reg,AllPub,1.5Fin,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,285000
1176,1177,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,119500
1177,1178,50,RM,Pave,Reg,AllPub,1.5Fin,6,8,Gable,TA,CBlock,TA,1,None,WD,Normal,115000
1178,1179,50,RL,Pave,IR1,AllPub,1.5Fin,5,6,Gable,TA,BrkTil,TA,1,None,WD,Normal,154900
1179,1180,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,Slab,None,0,None,WD,Normal,93000
1180,1181,60,RL,Pave,IR2,AllPub,2Story,7,5,Gable,TA,Wood,TA,2,GdPrv,WD,Normal,250000
1181,1182,120,RM,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,New,Partial,392500
1182,1183,60,RL,Pave,IR1,AllPub,2Story,10,5,Hip,TA,PConc,TA,3,MnPrv,WD,Abnorml,745000
1183,1184,30,RL,Pave,Reg,AllPub,1Story,5,6,Hip,TA,BrkTil,TA,2,None,WD,Normal,120000
1184,1185,20,RL,Grvl,Reg,AllPub,1Story,5,4,Hip,TA,CBlock,TA,3,None,WD,Normal,186700
1185,1186,50,RL,Pave,Reg,AllPub,1.5Fin,5,7,Gable,Gd,BrkTil,TA,1,None,WD,Normal,104900
1186,1187,190,RL,Pave,IR1,AllPub,2Story,3,5,Gable,TA,CBlock,TA,2,None,WD,Abnorml,95000
1187,1188,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,GdPrv,WD,Normal,262000
1188,1189,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,195000
1189,1190,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,189000
1190,1191,190,RL,Pave,Reg,AllPub,1Story,4,4,Gable,Gd,CBlock,TA,4,None,WD,Normal,168000
1191,1192,160,FV,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,174000
1192,1193,50,RM,Pave,Reg,AllPub,1.5Fin,5,8,Gambrel,TA,PConc,TA,1,GdWo,WD,Normal,125000
1193,1194,120,RM,Pave,Reg,AllPub,1Story,6,5,Hip,TA,PConc,TA,2,None,WD,Normal,165000
1194,1195,60,RL,Pave,Reg,AllPub,2Story,6,7,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,158000
1195,1196,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,176000
1196,1197,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,3,None,New,Partial,219210
1197,1198,75,RM,Pave,IR1,AllPub,2.5Unf,7,6,Gable,TA,BrkTil,TA,1,None,ConLw,Normal,144000
1198,1199,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,178000
1199,1200,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,2,None,WD,Normal,148000
1200,1201,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,1,None,Oth,Abnorml,116050
1201,1202,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,197900
1202,1203,50,RM,Pave,Reg,AllPub,1.5Fin,5,8,Gable,TA,BrkTil,TA,1,None,WD,Normal,117000
1203,1204,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,213000
1204,1205,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,153500
1205,1206,20,RL,Pave,IR1,AllPub,1Story,7,7,Hip,TA,CBlock,TA,3,None,WD,Normal,271900
1206,1207,20,RH,Pave,Reg,AllPub,1Story,4,4,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,107000
1207,1208,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,200000
1208,1209,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,Gd,CBlock,TA,2,None,WD,Normal,140000
1209,1210,20,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,New,Partial,290000
1210,1211,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,GdPrv,WD,Normal,189000
1211,1212,50,RL,Pave,IR1,AllPub,1.5Fin,8,7,Gable,TA,Wood,TA,2,None,WD,Normal,164000
1212,1213,30,RL,Pave,Reg,AllPub,1Story,4,6,Hip,TA,CBlock,TA,1,None,WD,Normal,113000
1213,1214,80,RL,Pave,IR1,AllPub,SLvl,4,9,Gable,Gd,CBlock,Gd,1,None,WD,Normal,145000
1214,1215,85,RL,Pave,IR1,AllPub,SFoyer,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal,134500
1215,1216,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,125000
1216,1217,90,RM,Pave,Reg,AllPub,1.5Fin,6,5,Gable,TA,Slab,None,2,None,WD,Normal,112000
1217,1218,20,FV,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,New,Partial,229456
1218,1219,50,RM,Pave,Reg,AllPub,1.5Fin,4,5,Gable,TA,Slab,None,0,None,WD,Normal,80500
1219,1220,160,RM,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,0,None,WD,Abnorml,91500
1220,1221,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Abnorml,115000
1221,1222,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,None,WD,Normal,134000
1222,1223,50,RL,Pave,Reg,AllPub,1.5Fin,6,6,Gable,TA,CBlock,TA,1,GdWo,WD,Normal,143000
1223,1224,20,RL,Pave,Reg,AllPub,1Story,5,3,Hip,TA,CBlock,Fa,2,MnPrv,WD,Normal,137900
1224,1225,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,184000
1225,1226,80,RL,Pave,Reg,AllPub,SLvl,6,8,Hip,Gd,CBlock,TA,1,MnWw,WD,Normal,145000
1226,1227,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,3,None,WD,Normal,214000
1227,1228,20,RL,Pave,Reg,AllPub,1Story,5,8,Gable,TA,CBlock,TA,2,None,WD,Normal,147000
1228,1229,120,RL,Pave,Reg,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial,367294
1229,1230,80,RL,Pave,Reg,AllPub,SLvl,5,5,Hip,TA,CBlock,TA,1,GdWo,WD,Normal,127000
1230,1231,90,RL,Pave,IR1,AllPub,1.5Fin,5,5,Shed,TA,CBlock,TA,2,None,WD,Normal,190000
1231,1232,90,RL,Pave,Reg,AllPub,SLvl,5,6,Hip,TA,CBlock,TA,2,GdWo,WD,Normal,132500
1232,1233,90,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,Slab,None,2,None,WD,Normal,101800
1233,1234,20,RL,Pave,IR1,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,MnPrv,COD,Abnorml,142000
1234,1235,70,RH,Pave,Reg,AllPub,2Story,5,6,Gable,TA,PConc,TA,0,None,WD,Abnorml,130000
1235,1236,70,RL,Pave,Reg,AllPub,2Story,5,5,Gable,TA,BrkTil,TA,1,None,WD,Normal,138887
1236,1237,160,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,175500
1237,1238,60,RL,Pave,IR2,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,195000
1238,1239,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Abnorml,142500
1239,1240,20,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,265900
1240,1241,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,224900
1241,1242,20,RL,Pave,Reg,AllPub,1Story,7,6,Hip,TA,PConc,TA,3,None,New,Partial,248328
1242,1243,85,RL,Pave,Reg,AllPub,SFoyer,7,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Family,170000
1243,1244,20,RL,Pave,Reg,AllPub,1Story,10,5,Gable,TA,PConc,Gd,3,None,New,Partial,465000
1244,1245,70,RL,Pave,IR1,AllPub,2Story,8,7,Gable,TA,PConc,TA,2,None,WD,Normal,230000
1245,1246,80,RL,Pave,Reg,AllPub,SLvl,6,7,Hip,TA,CBlock,TA,2,None,WD,Abnorml,178000
1246,1247,60,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,186500
1247,1248,80,RL,Pave,IR1,AllPub,SLvl,6,5,Gable,TA,CBlock,TA,3,None,WD,Normal,169900
1248,1249,75,RM,Pave,Reg,AllPub,2.5Unf,6,5,Gable,TA,BrkTil,TA,2,None,WD,Normal,129500
1249,1250,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,119000
1250,1251,20,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,CBlock,TA,2,None,WD,Normal,244000
1251,1252,120,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,171750
1252,1253,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,GdWo,WD,Normal,130000
1253,1254,60,RL,Pave,IR1,AllPub,2Story,7,7,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,294000
1254,1255,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,165400
1255,1256,50,RM,Pave,Reg,AllPub,1.5Fin,6,6,Gable,TA,BrkTil,Fa,1,None,WD,Normal,127500
1256,1257,20,RL,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,301500
1257,1258,30,RL,Pave,Reg,AllPub,1Story,5,8,Gable,TA,PConc,TA,0,None,WD,Normal,99900
1258,1259,80,RL,Pave,IR1,AllPub,SLvl,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,190000
1259,1260,20,RL,Pave,Reg,AllPub,1Story,6,8,Gable,TA,CBlock,TA,2,None,WD,Normal,151000
1260,1261,60,RL,Pave,IR3,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,181000
1261,1262,20,RL,Pave,Reg,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,None,WD,Normal,128900
1262,1263,50,RL,Pave,Reg,AllPub,1.5Fin,4,5,Gable,TA,CBlock,TA,1,None,WD,Normal,161500
1263,1264,70,RL,Pave,Reg,AllPub,2Story,6,6,Gambrel,TA,PConc,TA,2,GdPrv,WD,Normal,180500
1264,1265,120,RH,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,COD,Abnorml,181000
1265,1266,160,FV,Pave,Reg,AllPub,2Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,183900
1266,1267,190,RM,Pave,IR1,AllPub,2.5Unf,7,4,Hip,TA,CBlock,TA,1,MnPrv,WD,Normal,122000
1267,1268,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,378500
1268,1269,50,RL,Pave,IR1,AllPub,1.5Fin,8,9,Gable,Gd,CBlock,TA,3,GdWo,WD,Normal,381000
1269,1270,50,RL,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,CBlock,TA,1,GdWo,WD,Normal,144000
1270,1271,40,RL,Pave,Reg,AllPub,1Story,7,6,Shed,TA,PConc,TA,2,None,WD,Normal,260000
1271,1272,20,RL,Pave,IR1,AllPub,1Story,6,7,Hip,TA,CBlock,TA,2,None,WD,Normal,185750
1272,1273,20,RL,Pave,IR1,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,MnPrv,WD,Normal,137000
1273,1274,80,RL,Pave,IR1,AllPub,SLvl,6,7,Gable,TA,CBlock,TA,1,GdPrv,WD,Normal,177000
1274,1275,50,RL,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,PConc,TA,2,None,WD,Normal,139000
1275,1276,90,RL,Pave,Reg,AllPub,2Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,137000
1276,1277,60,RL,Pave,IR1,AllPub,2Story,6,6,Gable,TA,CBlock,Gd,2,None,WD,Normal,162000
1277,1278,80,RL,Pave,IR1,AllPub,SLvl,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,197900
1278,1279,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,237000
1279,1280,50,C (all),Pave,Reg,AllPub,1.5Fin,4,4,Gable,Gd,CBlock,TA,2,None,COD,Abnorml,68400
1280,1281,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,227000
1281,1282,20,RL,Pave,IR1,AllPub,1Story,7,5,Hip,TA,CBlock,TA,2,None,WD,Normal,180000
1282,1283,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,TA,2,None,WD,Normal,150500
1283,1284,90,RL,Pave,Reg,AllPub,2Story,6,5,Mansard,TA,CBlock,TA,0,None,WD,Normal,139000
1284,1285,50,RL,Pave,Reg,AllPub,1.5Fin,6,7,Gable,TA,PConc,TA,1,None,WD,Normal,169000
1285,1286,50,RM,Pave,Reg,AllPub,1.5Fin,6,6,Gable,Fa,CBlock,TA,1,None,WD,Normal,132500
1286,1287,20,RL,Pave,Reg,AllPub,1Story,6,5,Hip,TA,CBlock,TA,2,None,WD,Normal,143000
1287,1288,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,Gd,CBlock,TA,2,None,WD,Normal,190000
1288,1289,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,278000
1289,1290,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,281000
1290,1291,80,RL,Pave,IR1,AllPub,SLvl,5,7,Hip,TA,PConc,TA,2,None,WD,Normal,180500
1291,1292,160,RM,Pave,Reg,AllPub,2Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,119500
1292,1293,70,RM,Pave,Reg,AllPub,2Story,5,4,Gable,TA,Stone,TA,1,None,WD,Normal,107500
1293,1294,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,GdWo,WD,Normal,162900
1294,1295,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,TA,CBlock,TA,2,None,WD,Normal,115000
1295,1296,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,GdWo,WD,Normal,138500
1296,1297,20,RL,Pave,Reg,AllPub,1Story,5,6,Hip,Gd,CBlock,TA,2,MnPrv,WD,Normal,155000
1297,1298,180,RM,Pave,Reg,AllPub,SFoyer,6,5,Gable,TA,PConc,TA,2,None,New,Partial,140000
1298,1299,60,RL,Pave,IR3,AllPub,2Story,10,5,Hip,TA,PConc,TA,2,None,New,Partial,160000
1299,1300,20,RL,Pave,Reg,AllPub,1Story,5,7,Hip,TA,CBlock,TA,1,GdPrv,WD,Normal,154000
1300,1301,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,225000
1301,1302,70,RL,Pave,IR1,AllPub,2Story,6,7,Gable,TA,CBlock,TA,1,None,WD,Normal,177500
1302,1303,60,RL,Pave,Reg,AllPub,2Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,290000
1303,1304,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal,232000
1304,1305,160,RM,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,130000
1305,1306,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,2,None,WD,Normal,325000
1306,1307,120,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,202500
1307,1308,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,Gd,PConc,Gd,2,None,WD,Normal,138000
1308,1309,20,RM,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,2,GdWo,WD,Normal,147000
1309,1310,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,GdWo,WD,Normal,179200
1310,1311,20,RL,Pave,Reg,AllPub,1Story,7,8,Gable,Gd,PConc,TA,2,None,WD,Normal,335000
1311,1312,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,203000
1312,1313,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,302000
1313,1314,60,RL,Pave,IR1,AllPub,2Story,9,5,Gable,TA,PConc,TA,3,None,WD,Normal,333168
1314,1315,20,RL,Pave,Reg,AllPub,1Story,4,6,Hip,TA,CBlock,TA,1,None,WD,Normal,119000
1315,1316,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,206900
1316,1317,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,295493
1317,1318,120,FV,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,Gd,2,None,New,Partial,208900
1318,1319,20,RL,Pave,IR2,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,275000
1319,1320,20,RL,Pave,Reg,AllPub,1Story,4,5,Hip,TA,PConc,TA,1,None,WD,Normal,111000
1320,1321,20,RL,Pave,Reg,AllPub,1Story,6,3,Hip,TA,CBlock,TA,2,None,WD,Normal,156500
1321,1322,20,RL,Pave,IR1,AllPub,1Story,3,6,Hip,TA,CBlock,None,1,None,WD,Normal,72500
1322,1323,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,190000
1323,1324,30,RL,Pave,Reg,AllPub,1Story,4,7,Hip,TA,CBlock,TA,0,None,WD,Normal,82500
1324,1325,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,147000
1325,1326,30,RM,Pave,Reg,AllPub,1Story,4,4,Gable,TA,BrkTil,Fa,0,MnPrv,WD,Normal,55000
1326,1327,30,RH,Pave,Reg,AllPub,1Story,3,6,Gable,TA,BrkTil,TA,0,None,WD,Normal,79000
1327,1328,20,RL,Pave,Reg,AllPub,1Story,5,9,Gable,Gd,CBlock,TA,1,MnPrv,WD,Normal,130500
1328,1329,50,RM,Pave,Reg,AllPub,1.5Fin,6,7,Gable,Gd,BrkTil,TA,2,MnPrv,WD,Normal,256000
1329,1330,60,RL,Pave,IR1,AllPub,2Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,176500
1330,1331,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,Gd,3,None,WD,Normal,227000
1331,1332,80,RL,Pave,IR1,AllPub,SLvl,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,132500
1332,1333,20,RL,Pave,Reg,AllPub,1Story,4,6,Gable,TA,CBlock,TA,1,None,WD,Normal,100000
1333,1334,50,RM,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,125500
1334,1335,160,RM,Pave,Reg,AllPub,2Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal,125000
1335,1336,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,167900
1336,1337,90,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,135000
1337,1338,30,RM,Pave,IR1,AllPub,1Story,4,4,Gable,TA,CBlock,TA,0,None,WD,Normal,52500
1338,1339,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,200000
1339,1340,20,RL,Pave,IR1,AllPub,1Story,5,7,Hip,Gd,CBlock,TA,1,None,WD,Normal,128500
1340,1341,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,4,GdWo,WD,Normal,123000
1341,1342,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,155000
1342,1343,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,228500
1343,1344,50,RL,Pave,Reg,AllPub,1.5Fin,6,6,Gable,TA,BrkTil,TA,2,None,WD,Normal,177000
1344,1345,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,155835
1345,1346,30,RM,Pave,Reg,AllPub,1Story,4,4,Hip,TA,PConc,TA,1,None,WD,Normal,108500
1346,1347,20,RL,Pave,IR2,AllPub,1Story,7,7,Hip,TA,CBlock,TA,2,None,WD,Normal,262500
1347,1348,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,283463
1348,1349,20,RL,Pave,IR3,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,215000
1349,1350,70,RM,Pave,Reg,AllPub,2Story,8,5,Gable,Gd,BrkTil,Fa,0,None,WD,Normal,122000
1350,1351,90,RL,Pave,Reg,AllPub,2Story,5,5,Gable,TA,CBlock,TA,4,None,WD,Normal,200000
1351,1352,60,RL,Pave,IR1,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,171000
1352,1353,50,RM,Pave,Reg,AllPub,1.5Fin,6,9,Gable,TA,BrkTil,TA,2,None,WD,Normal,134900
1353,1354,50,RL,Pave,IR1,AllPub,1.5Fin,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,410000
1354,1355,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal,235000
1355,1356,80,RL,Pave,IR1,AllPub,SLvl,7,6,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,170000
1356,1357,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,GdWo,WD,Normal,110000
1357,1358,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal,149900
1358,1359,160,FV,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,177500
1359,1360,20,RL,Pave,Reg,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,315000
1360,1361,70,RL,Pave,Reg,AllPub,2Story,5,6,Gable,TA,BrkTil,Fa,2,None,WD,Normal,189000
1361,1362,20,RL,Pave,IR1,AllPub,1Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,260000
1362,1363,50,RL,Pave,IR1,AllPub,1.5Fin,4,4,Gable,Gd,BrkTil,Fa,1,None,WD,Normal,104900
1363,1364,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,New,Partial,156932
1364,1365,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Abnorml,144152
1365,1366,60,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,216000
1366,1367,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Abnorml,193000
1367,1368,160,RM,Pave,Reg,AllPub,2Story,5,6,Gable,TA,PConc,TA,1,None,WD,Normal,127000
1368,1369,120,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,144000
1369,1370,20,RL,Pave,IR2,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,232000
1370,1371,50,RL,Pave,Reg,AllPub,1.5Fin,4,6,Gable,TA,PConc,TA,1,None,WD,Normal,105000
